,x,y
1576,i feel like im a violent mother,anger
1577,i sure feel sorry for what happened to your friend diego he was your friend right,sadness
1578,i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,joy
1579,i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,joy
1580,i feel like i cant take it anymore i told my boyfriend and he is furious,anger
1581,ive found myself feeling low and at other times sad,sadness
1582,i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,sadness
1583,i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,sadness
1584,i have been struggling with this feeling of being damaged,sadness
1585,i am not in general feeling particularly virtuous this month,joy
1586,im feeling adventurous and my laundry hamper,joy
1587,i feel blessed to have had years with him and i am thankful for all i learned from him,joy
1588,i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,sadness
1589,i feel less valued cause i dont look good,joy
1590,i can feel their joy and excitement for the opportunity to receive these vital ordinances,joy
1591,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,joy
1592,i can eat but allow myself one naughty item of my choice to avoid feeling deprived,sadness
1593,i proclaim to have lost a bit of my sanity and feel so shaky,fear
1594,i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,love
1595,i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear
1596,i feel uncomfortable with the fact i am so powerless at the moment,fear
1597,as a child i suffered of nightmares even since than,fear
1598,i feel resentful and really work that resentment until i blow up,anger
1599,i just feel so fucked up these days,anger
1600,i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,sadness
1601,i feel that each point is equally important than each,joy
1602,i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead,sadness
1603,i feel so gloomy this independence day,sadness
1604,i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,sadness
1605,i am in no way complaining or whining or feeling ungrateful,sadness
1606,i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,fear
1607,i feel better now,joy
1608,i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk,sadness
1609,i want to feel like i m reading something worthwhile,joy
1610,i felt low at this point with missing people i know and i love but feeling helpless to do it,fear
1611,i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,fear
1612,i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,sadness
1613,i know they mean no harm but i cant help but feel offended,anger
1614,i feel i was intimidated by the college and people at home,fear
1615,i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,sadness
1616,ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,sadness
1617,i feel like reading anansi boys again its gorgeous,joy
1618,i feel so violent but im a paper tiger,anger
1619,i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,sadness
1620,i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,sadness
1621,im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up,joy
1622,i feel like i have been emotionally beaten to a pulp,sadness
1623,i go to my son s conference next week and i am already feeling nervous and apprehensive,fear
1624,i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,anger
1625,i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger
1626,i feel all mellow and calm,joy
1627,im feeling a little more adventurous,joy
1628,i just feel really lame,sadness
1629,i leave them i feel invigorated,joy
1630,i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,joy
1631,i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,sadness
1632,i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept,sadness
1633,i like that these type of assumptions because it makes me feels a bit more positive,joy
1634,i just sort of feel lame in comparison to other bloggers,sadness
1635,i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,fear
1636,i remember a totally different feel having been a faithful dukes watcher growing up,joy
1637,ive found myself at the other end of it all i feel like i missed out on winter,sadness
1638,i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,sadness
1639,i am feeling sorry for myself because someone made fun of my outfit,sadness
1640,i feel uncertain and not entirely safe,fear
1641,i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,joy
1642,im feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,surprise
1643,i feel so regretful for things i cannot remember because i was so drunk,sadness
1644,i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,joy
1645,i feel the moment that i know im real they judge without supporting facts ive cut there is no going back,love
1646,i feel are chased away by the friendly hand that clutched mine,joy
1647,i am feeling a little grumpy but that could be pms too,anger
1648,i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,surprise
1649,im feeling brave this would be nice with black tips,joy
1650,i feel it needs to be respected for its own sake,joy
1651,i do however feel a lot more isolated and distant to many of those i call friends,sadness
1652,i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling unless i am missing my family,sadness
1653,i feel like the sequel was ok but overrated not as great as so many deem it to be,joy
1654,i feel im pretty spot on in this instance but im just guessing,joy
1655,i know thats not true but thats how i feel i get scared,fear
1656,im feeling generous again here it is in its entirety for free consumption,joy
1657,i feel that i can answer in a completely un sarcastic way,anger
1658,i feel so cute,joy
1659,i have had my first visitor to my live journal and that makes me feel very pleasant,joy
1660,i was feeling eager to press on,joy
1661,i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,fear
1662,i feel a little more relaxed,joy
1663,i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,anger
1664,i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,joy
1665,i was feeling frustrated,anger
1666,i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,sadness
1667,i created a new profile before and i feel ok cuz i already know who i added,joy
1668,i feel very lonely but thats alright nothing a little tv or music cant fix,sadness
1669,i feel a bit shamed but here it is dr,sadness
1670,i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,joy
1671,i feel like i m uncertain about things i was once so certain,fear
1672,i feel energetic and fresh and the great things is my eye sight has improved a lot,joy
1673,i get an upset stomach afterward complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,joy
1674,i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear
1675,i am also feeling awful,sadness
1676,i was already feeling burdened to write write write,sadness
1677,i really am a hard worker and feel quite loyal to places i work,love
1678,i feel sorry for john boehner his copious tears running over and blurring his spray tanned face until its the same color as his nicotine stained fingers all the while eric cantor is waiting to push him out of the speakership,sadness
1679,i feel times less bitchy,anger
1680,i do not feel rejected anymore for i decide what my value is,sadness
1681,i felt such a resonance with your words i feel so ashamed that my feelings seem to have gotten the better of me,sadness
1682,i just feel so irritable which i guess is a classic symptom of depression,anger
1683,i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,anger
1684,i see myself starting to feel the emotional dependence on my parents i stop and breathe,sadness
1685,i feel passionate about sharing it with you,love
1686,i feel like i am alone in this world other days i feel like i am surrounded or being closed in on and just want to be alone,sadness
1687,i feel so blessed as i ve said numerous times before that i have met so many nice and caring people through the blogging world,love
1688,i like when im feeling productive even though i sometimes grumble about not having time to scratch my butt,joy
1689,i feel useless and helpless and broken,sadness
1690,im not feeling quite so adventurous i might just find a quiet spot to read,joy
1691,i feel like my beloved mixer is an extension of my body,love
1692,i have said this before being a mom has made me feel more vulnerable than i have ever felt before,fear
1693,i feel very amused at that pic,joy
1694,i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear
1695,i feel valuable a href http idreamculture,joy
1696,i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,anger
1697,i feel enormously honoured to be included in this list,joy
1698,i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee medium strength coffee at that and now im bursting at the seams,sadness
1699,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,joy
1700,i am feeling optimistic about doing as much as possible in the next to hours before the kids come home,joy
1701,im not feeling absolutely terrified of more pain and more trauma to my already battered body,fear
1702,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,surprise
1703,i went with one of those because honestly i was feeling very sentimental about family that morning,sadness
1704,i landed at the reagan airport feeling pretty good,joy
1705,i can see changes on my legs they have slimmed down a bit but i feel a little disheartened that its not that visible,sadness
1706,i can look at a stack of twenty five term papers and not feel overwhelmed,surprise
1707,my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,sadness
1708,i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,sadness
1709,i feel a worthless maid,sadness
1710,i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down,sadness
1711,i could say that will make anyone feel better than actually reaching their goal themselves,joy
1712,i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear
1713,i almost fall asleep but i feel so awkward sleeping beside her,sadness
1714,i feel blank and at a loss but hey that s old hat,sadness
1715,when people harrass me i feel oppressed by their behavior,anger
1716,i am going to be a little selective about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite,joy
1717,i dream i feel like i am finally not burdened by all of the things that i feel just crushing me when im awake,sadness
1718,im lulled into a fantasy of walking hand in hand in some remote location preferably the beach at sunset its cliched i know and feeling love and loving in return,love
1719,i am feeling incredibly restless,fear
1720,i feel so enraged that i want to punch him but i don t because he s only years old,anger
1721,i feel all submissive,sadness
1722,ive been feeling really pumped about running again this is very strange,fear
1723,i didnt feel discouraged or depressed though there are always challenges to be sure,sadness
1724,i landed in dubai that i started to feel ok about coming here,joy
1725,i feel more useful,joy
1726,i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s,joy
1727,i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,surprise
1728,i feel contented small old rich tired and happy,joy
1729,i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened to the bones what do you want of me,sadness
1730,i wish i could help take the pain and anguish these families must be feeling innocent children killed while in school where they should be safe,joy
1731,i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,anger
1732,i tired of hearing of these unique communications special feelings and how sincere you are,joy
1733,i feel so blessed to have been able to help,joy
1734,i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,anger
1735,i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,anger
1736,i feel really discouraged and hope is the only thing i have to hold onto,sadness
1737,i feel surprised and disturbed actually,surprise
1738,i also feel vulnerable being left on the bed in virtual silence,fear
1739,i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,surprise
1740,i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,joy
1741,i feel intimidated by the wide open design and therefore find it hard to write,fear
1742,i feel like the awkward year old i was and some days i really feel like a grown up,sadness
1743,i really just want someone to hold me and kiss me to make me feel loved and safe,love
1744,i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,joy
1745,i have faith but don t feel convinced that its if i am on here asking questions,joy
1746,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,anger
1747,i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,sadness
1748,i do feel rather nostalgic for the days gone by which will never return,love
1749,i could soon feel quite rejected,sadness
1750,i just can feel so pain but nothing to do blank and speechless,sadness
1751,i feel honored or insulted,joy
1752,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,anger
1753,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,sadness
1754,i feel like a useless bastard,sadness
1755,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,anger
1756,i feel kinda strange too cause i didnt encountered with such feelings last year,surprise
1757,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,joy
1758,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger
1759,i don t think i could feel more idiotic if i tried,sadness
1760,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger
1761,i think guys who feel need to compensate do it by being obnoxious,anger
1762,i feel shitty as fuck,sadness
1763,i feel so invigorated by the sunshine,joy
1764,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,surprise
1765,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,fear
1766,i feel like i m accomplishing something and when i feel passionate about life,joy
1767,i feel a strong connection with another human being and i want to spend more time with her,joy
1768,waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,fear
1769,i feel all glamorous,joy
1770,ive been feeling jealous lately of bloggers going off to author readings and book si,anger
1771,i feel so doomed for my botany lec finals later,sadness
1772,im re reading that sentence and feeling foolish,sadness
1773,i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,joy
1774,i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,joy
1775,i came back and for some reason my mind feels blank,sadness
1776,i feel like i want to punch him in his handsome face,joy
1777,i do when i feel guilty a href http douevenlift,sadness
1778,i had an incredible feeling of frantic despair,fear
1779,i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,anger
1780,i feel like i have gotten rejected by him over and over again from the time i have met him,sadness
1781,i feel optimistic that he ll settle in before too long once we ve arrived,joy
1782,i am feeling a little stressed but seriously i have no one or nothing to blame but myself,anger
1783,i feel im being violent is i say no im not going to accept that and here are the consequences,anger
1784,i wonder if they would feels as delicate and pretty in my hand as they looked upon the framework of branches,love
1785,i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,joy
1786,i feel have been convinced by many factors in our culture of a kind of cooking mystique,joy
1787,i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,joy
1788,i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,joy
1789,i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,anger
1790,i feel honoured that she has chosen to share this with me,joy
1791,i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous,joy
1792,i feel sad i will just ignore and pretend i dont feel anything,sadness
1793,i feel cared for and accepted,joy
1794,i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time,joy
1795,i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,joy
1796,i feel lucky that i have an awesome life and family even though i belong to a middle class,joy
1797,i am feeling very shaky,fear
1798,im feeling unimportant or sorry for myself not at all,sadness
1799,ive heard stories about julie baileys treatment before now but this is the first time i seen anything in print and it makes me feel deeply ashamed that someone who stood up neglected nhs patients and their families can become so isolated in her own community,sadness
1800,i was feeling rejected and sad,sadness
1801,i feel satisfied with it,joy
1802,i still feel completely accepted,joy
1803,i didn t binge at all during the weekend and had more energy to clean the house something i had put off for weeks even if these pills didn t really make me lose any weight i wanted them because i hardly felt the need to eat and didn t feel totally and completely exhausted,sadness
1804,i love you to me actually made me feel dismayed and disappointed,sadness
1805,i don t feel so self assured i need to compete or to justify why i m so clearly not doing as well as someone else,joy
1806,i hesitate to give out stars for any books because i feel that giving it stars is saying that it is absolutely perfect and there are no improvements to be made,joy
1807,i and was feeling nostalgic about that time in their lives,love
1808,ive been having breakdowns again ive been feeling depressed and for the three four days i was sticking to my old sleeping pattern i was feeling pretty great not the best but better than normal,sadness
1809,i continue to spend hrs into not feeling envious can i really do it,anger
1810,i come home i am usually feel drained and exhausted,sadness
1811,i got the feeling she really liked her new quilt,love
1812,i still managed to feel tranquil and appreciate this archeological wonder,joy
1813,i was also feeling unimportant,sadness
1814,i would probably dine here once in a while especially if i am feeling rich which i dont,joy
1815,i got the guinea pigs when i lived in a tiny flat in london and was feeling pretty depressed about life,sadness
1816,i feel it is wholly positive,joy
1817,i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,anger
1818,i feel to have the honor to be this precious little girls mother,joy
1819,i feel drained at least now i have something to look forward to,sadness
1820,i regret it because i feel shitty that i cant enjoy things if im alone i ended up seeing my brother afterwards who was in baltimore with his new girlfriend and wanted to see me as well as introduce me to her,sadness
1821,i feel discouraged why should the shadows come why should my heart be lonely and long for heaven heaven and home when when jesus is my portion my constant friend is he oh his eye is on the sparrow and i know he watches watches it over me,sadness
1822,i only feel curious impatient eager and confused,surprise
1823,i feel that rushed prize giving really dilute the event and in future prize givings will be not rushed and will be on timetable,anger
1824,i asked them to join me in creating a world where all year old girls could grow up feeling hopeful and powerful,joy
1825,im a little concerned that ill look up one day and all the leaves will be on the ground and ill feel like i missed it,sadness
1826,i feel horrible now as a result,sadness
1827,i can never fall in love with anyone because my feelings make me too dangerous,anger
1828,i feel satisfied and happy with my choices today,joy
1829,i am breathing well and feeling quite lively and upbeat,joy
1830,i feel a bit mournful since i read a bulletin of one of my myspace friends,sadness
1831,ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear
1832,i can breathe his scent the first time i will feel his embrace if only in a friendly hug in five years,joy
1833,i feel gentle hands careess me with tender care across my curled shoulders and pulled towards embrace the sun reaches towards my searching face,love
1834,i instantly feel rejected,sadness
1835,i feel really wronged in fact what hu jia did is good for society,anger
1836,im kind of feeling nervous and anxious about all the shit i have to do today,fear
1837,i make the trip i feel a strange combination of excitement and dread,fear
1838,i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me,love
1839,i am certified via ace and i love what i do but lately i feel like a fake,sadness
1840,i was feeling very sympathetic and told him i was so sorry and somehow felt responsible for him getting burned which is ridiculous because he is a grown man who has lived in his sun sensitive skin for years and should know by now how to take care of himself,love
1841,i execute the trick and work my dishwasher magic i feel so clever,joy
1842,id feel very sympathetic but then again its not like what the current situation seems,love
1843,ive posted a blog and i feel like thats unfortunate,sadness
1844,i started feeling my back aching especially the lower back,sadness
1845,i feel for these kids because you know theyre talented but i think one of the things with the whole american idol deal is that they grab a hold of you and you do what they tell you,joy
1846,im writing again but feel like discarding it because of lack of supporting ideas,love
1847,i just don t feel like having distraught parents breathing down my neck,fear
1848,ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness
1849,i can t show my feelings well to my family and to the fans either,joy
1850,i also get to feel proud of my weight loss which when completed in a few months time i will have lost around kg which is approx pounds,joy
1851,i feel a little isolated being in my house all the time,sadness
1852,i feel troubled i guess would be the best word for it,sadness
1853,i screwed my brows together when i realized this reaction and pondered what could possibly make me feel so fond of a stranger,love
1854,i feel he has been quite successful at achieving his vision,joy
1855,i feel bashful under his teasing scrutiny,fear
1856,i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,fear
1857,i vividly remember feeling so offended that she would even dream such a thing could be a choice,anger
1858,i am very i feel very privileged having said all that i am very privileged,joy
1859,i just feel weird doing it but i want to make sure he feels loved in there,fear
1860,i wouldnt feel uncomfortable wearing it at work,fear
1861,i feel very stunned that people got it in a big way,surprise
1862,i was feeling a bit disheartened until one of our black belt instructors at the dojo richard and i own asked why let anyone else set your destiny,sadness
1863,i am trying to work on finding the joy in the simple thing that god is finding joy in my obedience to him even if it doesn t feel very joyful in the way that i am used to,joy
1864,i saw a few pianos that were either newer cheaper or larger but there was always something missing that made me feel uncertain about buying them,fear
1865,i feel like its become socially acceptable to allow traditional views to be threw under the bus without a fight because youll offend someone if you stand up,joy
1866,i are another reason why foreign tourists feel reluctant to drive in this island,fear
1867,i wasnt feeling too well,joy
1868,i kind of feel lame but still dont regret coming,sadness
1869,i feel romantic feelings in my soul and begging to god make u me ur love me ur feeling me ur soul me i wanna to hear the beat of heart by u for me ever if u wanna so otherwise i am nothing without u,love
1870,i notice myself worrying about him i push that feeling away and replace the thought with something positive or remind myself to let go its out of my control,joy
1871,i feel super behind in all aspects of my life i need to read,joy
1872,i start to feel myself become irritated when conversing with him,anger
1873,i remember watching it and feeling devastated because of the sheer familiarity of it all,sadness
1874,i really appreciate his protectiveness and slight jealousy over my attention it makes me feel valued,joy
1875,i feel a bit like franz liebkind in the producers not many people know it but the fuhrer was a terrific dancer,joy
1876,i feel violent or something today,anger
1877,i just feel so awkward and i know i am awkward with them,sadness
1878,i think it was what was making me feel weepy,sadness
1879,i feel like i need to cry these past few days and it relieved me that i could cry that much of tears today haha,joy
1880,i wanted but knowing nothing about it i stepped into the candyland of make up looking haggard and left feeling radiant with a bag full of products of course,joy
1881,i feel a little bit weird,fear
1882,i feel so damn complacent,joy
1883,i guess these expectations of me being so goddamn perfect have made me feel afraid to change,fear
1884,im just happy to be feeling something because for the last few days ive felt pretty,joy
1885,i feel happy about myself hes the reason why i am where i am today,joy
1886,i feel with aconfident heart i can be the overcomet that god wants me to be so i am eager to learn,joy
1887,i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear
1888,i feel more energetic and motivated,joy
1889,i was feeling quite impatient and must have hit the ad because thats when my internet died and vista virus pro started to bother me,anger
1890,im feeling bitchy as hell tonight,anger
1891,i started feeling festive a little early this year,joy
1892,i feel like its at times like these when things seem a little more uncertain that i thank god more for the small things,fear
1893,i feel lethargic unmotivated needy and frustrated,sadness
1894,i am keen to incorporate more use of recovery tool and i feel that as a tool this can useful in allowing patient control over their mental health,joy
1895,i have been feeling rather lonely,sadness
1896,i feel it breeds loneliness and discontent and then we were onto the economy and recession and how stressful money and unemployment can be for people then she wanted to know what caused the recession and then the topic came to divorce,sadness
1897,i of britain so were louis xvi and marie antoinette but i think perhaps i feel the loss of russia more because it was so violent it was the entire family and because it was so comparatively recent,anger
1898,i lived off lemon bars for a few weeks and then this weekend ate and ate and ate and it was all horrible food and now i feel and look and am horrible,sadness
1899,i feel insulted to see anyone wearing crocs the fashionable shoe icon,anger
1900,i feel so alone i feel like theres very few people who will actually listen to me,sadness
1901,i feel like fake eyeglasses will make me look older and hell a little more authoritative too,sadness
1902,i take it easy even when i feel well kind of what stasia has been saying,joy
1903,i am right after my make up done i usually don t wear foundation so i feel like i look fake in the pictures,sadness
1904,i feel like ya allah im scared puff it was fun man then id an idea,fear
1905,i really didn t know what i was feeling my mind was blank i was confused and numb,sadness
1906,i am much lighter now i feel extremely passionate about myself and my life yes me i do,love
1907,im drunk for example i feel a lot less shy about speaking in a foreign language that i havent yet totally mastered,fear
1908,i dont know if you guys can relate but i always like to feel welcomed and see a smiling face when im having a spa treatment,joy
1909,i thought about my own depression about the negative thoughts ive had lately and how i can intervene in those thoughts to help myself not feel so depressed,sadness
1910,i feel like the thing im most nervous about is having two kids,fear
1911,i am feeling i still should be caring and concerned,love
1912,i havent written in awhile and it feels terrific to scribble stuff down in a notebook from time to time,joy
1913,i meet men who feel insecure about women,fear
1914,i feel sorry for those who use the ghd hair straightener it will not damage your own hair,sadness
1915,i would feel boring rejected or just downright unlikeable,sadness
1916,i feel homesick and miss my snobbish fluffy cat,sadness
1917,i do have to say that at first listen yunhos raps gave me that wtf feeling but after listening a couple times im determined to learn them,joy
1918,i go to the range i feel like im like russell crowe in robin hood or merida in brave,joy
1919,i feel fucking terrific after,joy
1920,i continue to add more so please feel free to explore and let me know what you think,joy
1921,i went to work like normal and didnt feel bad in any way shape or form,sadness
1922,im feeling aggravated listening to phoenix lost and found,anger
1923,i feel a bit uncertain really shes a nice girl and good friend material,fear
1924,i feel that the most talented of illustrators designers are ones that know how to get an idea across without the trappings of crosshatching and lensflares on everything,joy
1925,i feel very privileged not only in being able to share in her artistry but knowing she has my back,joy
1926,i remember feeling as if i didn t belong and that i wasn t smart enough cool enough or even young enough,joy
1927,i was feeling kind of discouraged because nothing happened,sadness
1928,i asked darren about it when he got home as i was feeling a bit curious even though it didnt really matter and it was really none of my business,surprise
1929,i feel the pain of this in ways that only a tortured ti could possibly understand,fear
1930,i feel hopeful and will do my best to give it a go next week despite having dozens of final assignments to mark,joy
1931,when my last years second semester results came through i was ecstatic,joy
1932,id like to write something interesting right now but unfortunately i feel deprived of inspiration,sadness
1933,i feel glad i can still teach him at home myself,joy
1934,i find myself whinging about the temperature every day at the moment but it does feel ridiculously hot,love
1935,i feel more sociable these days,joy
1936,i feel i would be ungrateful to god and undutiful to the church if i did not use my poor efforts on the side of truth and peace,sadness
1937,im not feeling insecure this month im feeling full of oomph,fear
1938,i can t hate too much because i feel like she s looking pretty damn flawless in these pics,joy
1939,i began to feel a cranky feeling of why the hell do i do what i do,anger
1940,i could feel the radiant heat of emanating from her naked sex reaching longingly for the probing tip of my hardness,joy
1941,i know exactly how put out you are and feel like it is only really acceptable to foist that inconvenience on family,joy
1942,i was not wrong to feel angry but i was wrong for what i said,anger
1943,i did feel slightly shaky and had a headache,fear
1944,i have to say it is making me feel very tender inside like a wound that has scabbed over on the surface but is still raw and unhealed underneath,love
1945,i tween sat for my moms boss year old and year old boys this weekend id say babysit but that feels weird considering there were n,surprise
1946,i feel like im in a whirlwind and the next im trying not to be too impatient as i wait,anger
1947,i felt a very distinct feeling that told me everything would be ok and that all things would ultimately turnout for my good,joy
1948,i really feel like i have a lot to offer in this area i would like to focus on troubled teenagers,sadness
1949,i run into feel useless i understand that but not because of my retirement it is because my daily struggle overwhelms me often,sadness
1950,i am bothered is that he might changed his feelings once he get back in us and leave me heartbroken,sadness
1951,im already feeling lethargic,sadness
1952,i feel kind of vain when people tell me im pretty though,sadness
1953,im sorry this apparently offends a lot of other women because its only women who feel the need to say something rude but im going to do it anyway,anger
1954,i help busy overworked mainly but not exclusively women go from feeling overwhelmed frustrated and generally pissed about their health and appearance,surprise
1955,i love taking in peoples smiles the way children giggle the gorgeous way little ones move closer to their moms if strangers smile at them and they feel scared the way teenagers are boisterous and full of life and hopes,fear
1956,i feel really comfortable in them,joy
1957,i hope something magical happens today because im feeling kind of listless,sadness
1958,i dont know where she gets her energy frombut i feel slightly shamed about how moody i feel when i havent slept well enough,sadness
1959,i feel more like the manager everyday and i feel more respected by the day as well,joy
1960,i feel like i missed out when i was younger but i was very active and would be much more content to go outside and ride a bike,sadness
1961,i want to at least feel more intelligent and i believe becoming a well read person myself will help,joy
